id,date,category,energy,range,color,papers,transmission,price,offer,wilaya,town,brand,model,year,volume,horses,radar de recul,toit ouvrant,alarme,direction assisstée,climatisation,jantes alliage,esp,vitres éléctriques,retroviseurs électriques,phares antibrouillard,phares xénon,feux du jour,abs
27661724,27-07-2021,moyenne berline,diesel,56000,blanc,carte grise (safia),manuelle,410.0,négociable,alger,birkhadem,volkswagen,golf,2018,2.0,143.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27661710,27-07-2021,commerciale,essence,2,gris,carte grise (safia),manuelle,138.0,fixe,boumerdes,beni amrane,chery,yoki,2021,1.3,,0,0,0,0,0,0,0,0,0,0,0,0,0
27661707,27-07-2021,citadine,diesel,10,gris,carte grise (safia),manuelle,305.0,négociable,alger,ain naadja,dacia,sandero,2021,1.5,90.0,1,0,1,1,1,0,0,1,1,1,0,0,1
27661699,27-07-2021,citadine,essence,277000,blanc,carte grise (safia),manuelle,150.0,offert,blida,blida,renault,clio,2012,1.2,75.0,0,0,0,1,1,1,1,1,1,0,0,0,1
27661693,27-07-2021,mini citadine,essence,18000,bleu,carte grise (safia),manuelle,63.0,fixe,alger,bourouba,suzuki,maruti,2013,0.8,47.0,0,0,1,0,0,0,0,0,0,0,0,0,0
27661688,27-07-2021,moyenne berline,diesel,3000,blanc,carte grise (safia),manuelle,11.0,négociable,setif,setif,seat,leon,2011,2.0,143.0,1,1,0,1,1,1,1,1,1,1,0,0,1
27661680,27-07-2021,berline,diesel,87000,gris,carte grise (safia),manuelle,220.0,fixe,boumerdes,beni amrane,renault,symbol,2019,1.5,85.0,1,0,0,1,1,1,1,1,1,1,1,1,1
27661664,27-07-2021,camionnette,essence,61000,gris,carte grise (safia),manuelle,105.0,offert,tipaza,cherchell,chery,yoki,2019,1.2,,1,0,1,1,1,0,1,0,0,0,0,0,1
27661657,27-07-2021,citadine,diesel,150,blanc,carte grise (safia),automatique,224.0,offert,alger,bab ezzouar,peugeot,208,2016,1.6,115.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27661654,27-07-2021,mini citadine,essence,84,noir,carte grise (safia),manuelle,85.0,offert,jijel,el milia,chery,qq,2018,1.1,68.0,0,0,1,0,1,1,0,0,0,1,0,1,0
27661635,27-07-2021,berline,essence,429000,gris,carte grise (safia),manuelle,429.0,négociable,setif,ain oulmene,renault,25,1992,2.0,140.0,0,0,0,1,1,1,0,1,1,0,0,0,1
27661629,27-07-2021,citadine,essence,230000,gris,carte grise (safia),manuelle,104.0,offert,mascara,mascara,chevrolet,aveo,2009,1.2,84.0,0,0,0,1,1,1,1,1,0,1,0,1,1
27661612,27-07-2021,berline,essence,21000,gris,carte grise (safia),manuelle,215.0,fixe,tlemcen,sabra,dacia,logan,2016,1.2,75.0,0,0,0,1,1,0,1,1,1,1,1,1,1
27661611,27-07-2021,citadine,diesel,51000,gris,carte grise (safia),manuelle,225.0,offert,chlef,chlef,dacia,sandero,2018,1.5,75.0,0,0,0,0,1,1,0,0,0,0,0,1,1
27661605,27-07-2021,grande berline,diesel,197000,noir,carte grise (safia),manuelle,265.0,offert,el bayadh,el bayadh,volkswagen,passat,2013,2.0,170.0,0,0,1,1,1,1,1,1,1,1,0,1,1
27661600,27-07-2021,break - familiale,diesel,127000,gris,carte grise (safia),manuelle,385.0,négociable,alger,dar el beida,kia,sorento,2014,2.2,197.0,1,0,1,1,1,1,1,1,1,1,1,1,1
27661586,27-07-2021,break - familiale,diesel,352000,gris,carte grise (safia),manuelle,140.0,négociable,ouargla,touggourt,hyundai,trajet,2007,2.0,112.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27661580,27-07-2021,pickup,diesel,240000,noir,carte grise (safia),manuelle,205.0,négociable,batna,arris,nissan,navara,2010,2.5,144.0,0,0,1,0,1,0,0,1,0,1,0,0,0
27661578,27-07-2021,pickup,diesel,300,gris,carte grise (safia),manuelle,138.0,offert,tlemcen,tlemcen,great wall,wingle,2015,2.5,109.0,1,1,1,1,1,1,1,1,1,1,0,1,1
27661577,27-07-2021,fourgonnette,essence,217000,blanc,carte grise (safia),manuelle,60.0,offert,tipaza,larhat,gonow,mini,2012,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0
27661569,27-07-2021,commerciale,diesel,43000,gris,carte grise (safia),manuelle,275.0,offert,tipaza,bou ismail,renault,kangoo,2018,1.5,90.0,0,1,0,1,1,1,1,1,0,1,0,0,1
27661565,27-07-2021,citadine,diesel,500000,blanc,carte grise (safia),manuelle,54.0,négociable,bejaia,sidi aich,renault,megane,1999,1.9,95.0,0,0,0,1,0,0,0,1,0,1,0,0,1
27661564,27-07-2021,mini citadine,essence,101,gris,carte grise (safia),manuelle,67.0,offert,tipaza,hadjout,suzuki,maruti,2013,0.8,47.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27661555,27-07-2021,berline,diesel,150000,gris,carte grise (safia),manuelle,180.0,négociable,alger,chevalley,renault,symbol,2018,1.5,85.0,0,0,1,1,1,0,1,1,0,0,0,0,1
27661545,27-07-2021,mini citadine,essence,253000,bleu,carte grise (safia),manuelle,115.0,fixe,tizi ouzou,ait toudert,hyundai,atos,2007,1.1,63.0,0,0,0,1,1,0,1,1,0,1,0,0,1
27661532,27-07-2021,citadine,essence,380000,blanc,carte grise (safia),manuelle,17.0,fixe,batna,merouana,renault,4,1987,1.1,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27661531,27-07-2021,citadine,essence,150000,noir,carte grise (safia),manuelle,84.0,fixe,chlef,chlef,renault,clio,2006,1.2,75.0,0,0,0,0,0,1,0,0,0,0,0,0,1
27661503,27-07-2021,pickup,diesel,219000,gris,carte grise (safia),manuelle,235.0,offert,setif,setif,nissan,navara,2013,2.5,190.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27661500,27-07-2021,citadine,diesel,50000,gris,carte grise (safia),manuelle,255.0,offert,constantine,constantine,dacia,sandero,2019,1.5,90.0,1,0,1,1,1,1,1,1,1,1,0,1,1
27661479,27-07-2021,tout terrain - suv,diesel,14000,blanc,licence moudjahid / délai,automatique,16.0,négociable,alger,dely brahim,mercedes benz,gle,2021,,,1,1,1,1,1,1,1,1,1,1,1,1,1
27661472,27-07-2021,citadine,essence,79000,blanc,carte grise (safia),manuelle,260.0,fixe,constantine,constantine,volkswagen,polo,2013,1.4,85.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27661462,27-07-2021,moyenne berline,diesel,184000,blanc,carte grise (safia),manuelle,185.0,négociable,chlef,tenes,seat,leon,2013,2.0,143.0,1,1,1,1,1,1,1,1,1,1,0,0,1
27661457,27-07-2021,berline,gpl,370000,gris,carte grise (safia),manuelle,85.0,offert,constantine,ain smara,chevrolet,cruze,2009,1.6,113.0,1,0,1,1,1,1,0,1,1,1,0,0,1
27661453,27-07-2021,pickup,diesel,180000,noir,carte grise (safia),manuelle,140.0,fixe,alger,cheraga,great wall,wingle,2012,2.0,111.0,1,0,1,1,1,1,1,1,1,1,0,1,1
27661452,27-07-2021,commerciale,diesel,145000,blanc,carte grise (safia),manuelle,187.0,négociable,jijel,jijel,peugeot,partner,2014,1.6,90.0,1,1,1,1,1,1,1,1,1,1,0,1,1
27661443,27-07-2021,berline,gpl,111,gris,carte grise (safia),manuelle,70.0,négociable,souk ahras,souk ahras,peugeot,505,1989,1.8,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27661440,27-07-2021,citadine,essence,470000,noir,carte grise (safia),manuelle,666.0,négociable,oum el bouaghi,ain beida,toyota,yaris,2008,1.3,100.0,0,0,1,1,1,1,1,1,1,1,0,0,1
27661438,27-07-2021,citadine,diesel,470,rouge,carte grise (safia),manuelle,49.0,fixe,mascara,sig,renault,clio,1996,1.9,65.0,0,0,0,1,0,0,0,1,0,0,0,0,0
27661425,27-07-2021,citadine,essence,420000,noir,carte grise (safia),manuelle,60.0,négociable,setif,setif,renault,clio,2004,1.2,60.0,0,0,0,1,1,1,0,0,0,0,0,0,0
27661422,27-07-2021,berline,diesel,267,noir,carte grise (safia),manuelle,175.0,fixe,laghouat,laghouat,mercedes benz,classe,2008,,,1,1,1,1,1,1,1,1,1,1,1,1,1
27661418,27-07-2021,citadine,diesel,182000,gris,carte grise (safia),manuelle,155.0,négociable,alger,said hamdine,peugeot,207,2012,1.6,110.0,1,0,0,1,1,1,0,1,1,1,0,1,1
27661411,27-07-2021,tout terrain - suv,essence,111,noir,carte grise (safia),manuelle,69.0,négociable,jijel,jijel,zotye,nomad,2009,1.3,69.0,0,0,0,1,1,0,1,1,0,0,0,0,1
27661399,27-07-2021,moyenne berline,diesel,38000,gris,carte grise (safia),automatique,385.0,offert,boumerdes,boumerdes,volkswagen,golf,2018,2.0,143.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27661397,27-07-2021,citadine,diesel,58000,blanc,carte grise (safia),manuelle,320.0,fixe,djelfa,ain oussara,renault,clio,2020,1.5,85.0,1,1,1,1,1,1,1,1,1,1,0,1,1
27661394,27-07-2021,mini citadine,essence,194000,blanc,carte grise (safia),manuelle,82.0,offert,oran,oued tlelat,suzuki,alto,2012,1.0,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27661383,27-07-2021,tout terrain - suv,essence,60000,maron,carte grise (safia),manuelle,208.0,offert,djelfa,djelfa,dacia,duster,2013,1.6,105.0,1,0,0,1,1,1,1,1,1,1,1,0,1
27661382,27-07-2021,mini citadine,essence,364000,noir,carte grise (safia),manuelle,107.0,négociable,mascara,mascara,hyundai,atos,2009,1.1,63.0,0,0,0,0,1,0,0,0,0,0,0,0,0
27661370,27-07-2021,mini citadine,essence,394000,noir,carte grise (safia),manuelle,98.0,offert,mostaganem,mansourah,hyundai,atos,2011,1.1,63.0,0,0,0,1,1,0,0,1,0,1,0,0,0
27661367,27-07-2021,berline,gpl,390000,vert,carte grise (safia),manuelle,73.0,négociable,constantine,constantine,renault,clio,2001,1.4,75.0,0,0,1,1,1,0,0,0,0,1,0,0,0
27661365,27-07-2021,moyenne berline,diesel,170,blanc,carte grise (safia),automatique,380.0,offert,alger,dely brahim,volkswagen,golf,2018,2.0,143.0,1,1,1,1,1,1,1,1,1,1,0,1,1
27661358,27-07-2021,mini citadine,essence,275000,gris,carte grise (safia),manuelle,112.0,offert,chlef,abou el hassan,kia,picanto,2009,1.1,65.0,0,0,1,0,1,0,0,0,0,0,0,0,0
27661354,27-07-2021,citadine,gpl,69000,gris,carte grise (safia),manuelle,209.0,négociable,tiaret,sougueur,dacia,sandero,2015,1.6,80.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27661352,27-07-2021,berline,essence,231000,gris,carte grise (safia),manuelle,95.0,fixe,tlemcen,maghnia,chevrolet,sail,2012,1.4,97.0,0,0,0,1,1,1,0,0,1,0,0,0,1
27661349,27-07-2021,moyenne berline,diesel,238000,blanc,carte grise (safia),automatique,218.0,négociable,setif,el eulma,mercedes benz,classe,2014,,,1,1,1,1,1,1,1,1,1,1,1,1,1
27661336,27-07-2021,mini citadine,essence,220,noir,carte grise (safia),manuelle,95.0,négociable,boumerdes,boumerdes,chevrolet,spark,2010,0.8,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0
27661320,27-07-2021,pickup,diesel,340000,vert,carte grise (safia),manuelle,90.0,négociable,alger,bordj el bahri,great wall,wingle,2011,2.0,111.0,1,0,1,1,0,1,1,1,1,1,0,1,1
27661312,27-07-2021,citadine,diesel,276000,noir,carte grise (safia),manuelle,115.0,offert,alger,saoula,peugeot,207,2010,1.6,112.0,0,0,0,1,1,1,0,1,1,1,0,0,1
27661310,27-07-2021,citadine,essence,129177,blanc,carte grise (safia),manuelle,160.0,offert,alger,bouzareah,renault,clio,2013,1.2,75.0,1,0,1,1,1,1,1,1,1,1,0,0,1
27661277,27-07-2021,tout terrain - suv,diesel,189000,gris,carte grise (safia),manuelle,157.0,négociable,tebessa,ouenza,kia,sportage,2009,2.0,140.0,0,0,0,1,1,1,0,1,1,1,0,1,1
27661273,27-07-2021,mini citadine,essence,220000,blanc,carte grise (safia),manuelle,115.0,négociable,alger,dely brahim,kia,picanto,2012,1.2,,1,0,1,1,1,1,1,0,0,1,1,1,1
27661270,27-07-2021,citadine,essence,25000,blanc,carte grise (safia),manuelle,131.0,offert,tipaza,fouka,peugeot,207,2013,1.4,95.0,1,0,0,1,1,1,1,0,1,1,0,0,1
27661269,27-07-2021,citadine,diesel,78000,gris,carte grise (safia),automatique,330.0,fixe,boumerdes,khemis el khechna,skoda,fabia,2018,1.4,90.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27661236,27-07-2021,citadine,essence,72000,gris,carte grise (safia),manuelle,237.0,offert,bouira,sour el ghouzlane,dacia,sandero,2020,1.6,90.0,0,0,0,1,1,0,0,1,1,0,0,0,0
27661231,27-07-2021,berline,essence,400000,gris,carte grise (safia),manuelle,135.0,offert,bouira,bouira,dacia,logan,2012,1.4,75.0,0,0,1,1,1,0,0,1,0,1,1,0,1
27661214,27-07-2021,commerciale,diesel,763496,blanc,carte grise (safia),manuelle,85.0,négociable,setif,el eulma,peugeot,partner,2004,1.9,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27661213,27-07-2021,citadine,essence,200000,gris,carte grise (safia),manuelle,130.5,offert,tipaza,aghbal,renault,clio,2010,1.2,75.0,0,0,0,1,1,1,0,1,0,1,0,0,1
27661208,27-07-2021,mini citadine,essence,64000,gris,carte grise (safia),manuelle,195.0,fixe,tipaza,kolea,kia,picanto,2018,1.0,67.0,0,0,1,1,1,0,0,1,1,0,1,1,0
27661205,27-07-2021,berline,essence,42000,gris,carte grise (safia),manuelle,186.0,offert,boumerdes,boumerdes,dacia,logan,2013,1.2,75.0,0,0,1,1,1,0,1,0,1,1,0,1,1
27661199,27-07-2021,citadine,essence,170000,blanc,carte grise (safia),manuelle,117.0,offert,tizi ouzou,ain el hammam,peugeot,208,2014,1.2,82.0,0,0,0,1,1,0,0,1,0,0,0,0,0
27661196,27-07-2021,moyenne berline,diesel,81000,blanc,carte grise (safia),manuelle,495.0,offert,tlemcen,mansourah,volkswagen,golf,2018,2.0,143.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27661183,27-07-2021,commerciale,diesel,61000,gris,carte grise (safia),manuelle,335.0,fixe,ain temouchent,beni saf,renault,kangoo,2018,1.5,110.0,0,0,0,1,1,0,1,0,1,0,0,0,1
27661182,27-07-2021,berline,diesel,153000,gris,carte grise (safia),manuelle,168.0,négociable,alger,bordj el kiffan,peugeot,301,2015,1.6,92.0,1,1,1,1,1,1,1,1,1,1,0,1,1
27661181,27-07-2021,berline,diesel,300,noir,carte grise (safia),manuelle,75.0,fixe,ain defla,ain defla,audi,a4,2007,2.0,,0,0,0,1,0,0,0,1,1,0,0,0,0
27467808,27-07-2021,break - familiale,diesel,31000,gris,carte grise (safia),manuelle,316.0,offert,mila,grarem gouga,citroen,berlingo,2015,1.6,92.0,1,0,1,1,1,1,1,1,1,1,0,1,1
27661158,27-07-2021,citadine,diesel,64000,blanc,carte grise (safia),manuelle,240.0,offert,blida,beni mered,renault,clio,2019,1.5,85.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27661157,27-07-2021,citadine,essence,258000,blanc,carte grise (safia),manuelle,150.0,fixe,alger,ain benian,renault,clio,2013,1.2,75.0,1,0,1,1,1,1,1,1,1,1,0,0,1
27661153,27-07-2021,berline,essence,190000,noir,carte grise (safia),manuelle,108.0,offert,boumerdes,boumerdes,chevrolet,sail,2011,1.2,80.0,0,0,1,1,1,0,1,1,1,0,0,1,1
27661149,27-07-2021,commerciale,diesel,219000,blanc,carte grise (safia),manuelle,170.0,fixe,bordj bou arreridj,colla,peugeot,partner,2013,1.6,,0,0,0,1,1,0,1,1,0,1,0,0,1
27661144,27-07-2021,moyenne berline,essence,113,blanc,carte grise (safia),manuelle,215.0,négociable,skikda,el hadaiek,mercedes benz,classe,2013,,,0,0,1,1,1,1,1,1,1,1,1,0,1
27661143,27-07-2021,commerciale,diesel,30,gris,licence moudjahid / délai,manuelle,363.0,négociable,alger,zeralda,renault,kangoo,2021,1.5,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27661132,27-07-2021,citadine,essence,185000,blanc,carte grise (safia),manuelle,117.0,fixe,msila,hammam dhalaa,peugeot,208,2013,1.2,82.0,1,1,1,1,1,1,1,1,1,1,0,1,1
27661117,27-07-2021,mini citadine,essence,191,gris,carte grise (safia),manuelle,95.0,offert,oran,oran,suzuki,alto,2010,1.0,68.0,0,0,1,1,1,0,0,1,0,0,0,0,1
27661112,27-07-2021,commerciale,diesel,140000,blanc,carte grise (safia),manuelle,225.0,fixe,alger,kouba,renault,kangoo,2015,1.5,110.0,0,0,0,1,1,0,0,1,1,0,0,0,1
27661103,27-07-2021,tout terrain - suv,diesel,282000,bleu,carte grise (safia),manuelle,110.0,offert,tlemcen,mansourah,hyundai,terracan,2006,2.5,,0,0,0,1,1,1,0,1,0,1,0,0,0
27661100,27-07-2021,mini citadine,essence,150,bleu,carte grise (safia),manuelle,72.0,offert,guelma,oued zenati,byd,f0,2012,1.0,68.0,0,0,1,0,1,0,0,1,0,0,1,0,0
27661076,27-07-2021,commerciale,diesel,100,gris,carte grise (safia),manuelle,383.0,fixe,alger,reghaia,renault,kangoo,2021,1.5,90.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27661066,27-07-2021,fourgonnette,essence,227,gris,carte grise (safia),manuelle,80.0,offert,setif,ain azel,gonow,mini,2014,1.0,,0,0,1,0,1,0,1,0,0,0,0,0,1
27661056,27-07-2021,citadine,essence,30000,blanc,carte grise (safia),automatique,373.0,offert,alger,cheraga,seat,ibiza,2019,1.6,,1,1,1,1,1,1,1,1,1,1,1,1,1
27661052,27-07-2021,citadine,essence,248,blanc,carte grise (safia),manuelle,140.0,fixe,alger,ouled fayet,peugeot,207,2012,1.4,75.0,0,1,0,1,1,0,1,1,1,0,0,0,1
27661051,27-07-2021,berline,gpl,178,,carte grise (safia),manuelle,140.0,offert,saida,moulay larbi,citroen,c,2014,1.6,115.0,1,0,1,1,1,1,0,1,1,1,0,1,1
27661047,27-07-2021,fourgonnette,diesel,267000,gris,carte grise (safia),manuelle,120.0,négociable,alger,cheraga,daihatsu,gran,2013,1.5,96.0,0,0,1,1,0,0,0,0,0,0,0,1,1
27661044,27-07-2021,citadine,essence,185,blanc,carte grise (safia),manuelle,83.0,négociable,alger,bouzareah,peugeot,206,2009,1.1,60.0,0,0,0,1,1,0,0,0,0,0,0,0,0
27661043,27-07-2021,commerciale,diesel,112000,blanc,carte grise (safia),manuelle,230.0,négociable,alger,alger centre,renault,kangoo,2015,1.5,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27661037,27-07-2021,tout terrain - suv,diesel,1500,gris,licence moudjahid / délai,manuelle,380.0,fixe,alger,draria,dacia,duster,2021,1.5,110.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27661035,27-07-2021,citadine,diesel,41000,gris,carte grise (safia),manuelle,248.0,offert,tizi ouzou,tizi ouzou,dacia,sandero,2019,1.5,85.0,1,0,1,1,1,1,1,1,1,1,0,1,1
27661032,27-07-2021,tout terrain - suv,diesel,36000,noir,carte grise (safia),automatique,840.0,négociable,boumerdes,larbatache,volkswagen,tiguan,2019,2.0,170.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27661031,27-07-2021,mini citadine,essence,206000,noir,carte grise (safia),manuelle,125.0,fixe,bouira,sour el ghouzlane,chevrolet,new,2013,1.2,81.0,0,0,1,1,1,1,0,1,0,0,0,0,1
27661028,27-07-2021,citadine,essence,400000,gris,carte grise (safia),manuelle,90.0,fixe,blida,blida,toyota,yaris,2005,1.3,86.0,0,0,0,1,0,0,0,0,1,0,0,0,1
27661027,27-07-2021,citadine,essence,350,vert,carte grise (safia),manuelle,50.0,fixe,alger,birkhadem,daihatsu,sirion,2007,1.3,91.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27661023,27-07-2021,camionnette,essence,78000,gris,carte grise (safia),manuelle,85.0,offert,tlemcen,tlemcen,dfsk,mini,2014,1.1,,0,0,0,0,0,1,0,0,0,1,0,0,1
27661012,27-07-2021,citadine,diesel,177000,blanc,carte grise (safia),manuelle,175.0,offert,alger,bordj el bahri,peugeot,208,2015,1.6,115.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27661009,27-07-2021,commerciale,diesel,10,gris,licence moudjahid / délai,manuelle,10.0,négociable,alger,baraki,peugeot,expert,2021,,,1,1,1,1,1,1,1,1,1,1,1,1,1
27661002,27-07-2021,berline,essence,20,blanc,carte jaune (safia),automatique,267.0,négociable,alger,bab ezzouar,renault,symbol,2021,1.6,100.0,1,0,1,1,1,0,0,1,1,1,0,1,1
27660999,27-07-2021,mini citadine,essence,248,vert,carte grise (safia),manuelle,55.0,fixe,alger,hussein dey,chery,qq,2011,1.1,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27660985,27-07-2021,moyenne berline,diesel,90000,noir,carte grise (safia),manuelle,375.0,négociable,chlef,chlef,seat,leon,2018,2.0,143.0,1,1,1,1,1,1,1,1,1,1,0,1,1
27660984,27-07-2021,berline,essence,230,gris,carte grise (safia),manuelle,52.0,offert,oum el bouaghi,ain kercha,lifan,520,2009,1.3,65.0,0,0,1,0,0,1,0,1,1,0,1,0,1
24000453,27-07-2021,tout terrain - suv,diesel,200000,blanc,carte grise (safia),manuelle,157.0,offert,alger,birtouta,chevrolet,captiva,2012,2.0,163.0,1,0,1,1,1,1,1,1,1,1,0,1,1
27660973,27-07-2021,commerciale,gpl,320000,blanc,carte grise (safia),manuelle,122.0,négociable,alger,el biar,peugeot,partner,2008,1.4,75.0,0,0,0,1,0,0,0,0,0,0,0,0,1
27660969,27-07-2021,commerciale,essence,22000,gris,carte grise (safia),manuelle,130.0,négociable,boumerdes,ouled moussa,chery,yoki,2019,2.0,,0,0,0,0,0,0,0,0,0,1,0,1,1
27660961,27-07-2021,citadine,diesel,311000,gris,carte grise (safia),manuelle,100.0,négociable,setif,beni ouartilene,peugeot,207,2007,1.6,92.0,0,0,1,1,1,1,1,1,1,1,0,0,1
27660945,27-07-2021,berline,essence,197000,miel,carte grise (safia),manuelle,75.0,fixe,skikda,skikda,toyota,echo,2005,1.3,,0,0,1,1,1,0,0,0,0,0,0,0,1
27660939,27-07-2021,citadine,diesel,180000,blanc,carte grise (safia),manuelle,112.0,fixe,alger,baraki,peugeot,207,2012,1.6,110.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27660932,27-07-2021,grande berline,diesel,50000,blanc,carte grise (safia),automatique,930.0,offert,alger,dely brahim,mercedes benz,classe,2015,,,1,1,1,1,1,1,1,1,1,1,1,1,1
27660931,27-07-2021,moyenne berline,essence,60000,noir,carte grise (safia),automatique,500.0,négociable,blida,meftah,seat,leon,2019,2.0,290.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27660930,27-07-2021,cabriolet - coupé,diesel,205000,blanc,carte grise (safia),automatique,210.0,offert,ain defla,ain defla,volkswagen,passat,2013,2.0,140.0,1,1,1,1,1,1,1,1,1,1,0,1,1
27660924,27-07-2021,moyenne berline,diesel,65000,blanc,carte grise (safia),manuelle,370.0,offert,bejaia,ouzellaguen,volkswagen,golf,2017,2.0,143.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27660920,27-07-2021,tout terrain - suv,diesel,100,noir,licence moudjahid / délai,automatique,123.0,négociable,batna,batna,volkswagen,new,2021,,,1,1,1,1,1,1,1,1,1,1,1,1,1
27660918,27-07-2021,moyenne berline,diesel,65000,blanc,carte grise (safia),manuelle,370.0,offert,bejaia,ouzellaguen,volkswagen,golf,2017,2.0,143.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27660912,27-07-2021,moyenne berline,diesel,252069,blanc,carte grise (safia),manuelle,111.0,offert,alger,birtouta,seat,leon,2014,2.0,143.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27660896,27-07-2021,break - familiale,diesel,242000,noir,carte grise (safia),manuelle,160.0,offert,oran,oran,citroen,berlingo,2009,1.6,90.0,1,1,0,1,1,1,0,1,1,0,0,1,1
27660893,27-07-2021,citadine,essence,21000,gris,carte grise (safia),manuelle,350.0,offert,alger,kouba,seat,ibiza,2019,1.6,,1,1,1,1,1,1,1,1,1,1,1,1,1
27660892,27-07-2021,citadine,essence,288000,blanc,carte grise (safia),manuelle,128.0,fixe,tlemcen,mansourah,peugeot,207,2013,1.4,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27660886,27-07-2021,citadine,diesel,2000,gris,carte grise (safia),automatique,305.0,offert,djelfa,mliliha,dacia,sandero,2021,1.5,85.0,1,0,1,1,1,0,1,1,1,1,0,1,1
27660885,27-07-2021,commerciale,diesel,265000,blanc,carte grise (safia),manuelle,160.0,offert,mostaganem,mostaganem,renault,kangoo,2015,1.5,80.0,0,0,0,1,1,0,1,1,1,1,1,0,1
27660882,27-07-2021,berline,essence,367000,blanc,carte grise (safia),manuelle,93.0,fixe,alger,bordj el kiffan,dacia,logan,2014,1.2,,0,0,1,1,1,0,1,0,0,0,0,0,1
27660870,27-07-2021,commerciale,diesel,100000,blanc,carte grise (safia),manuelle,100.0,offert,bordj bou arreridj,bordj bou arreridj,peugeot,expert,1998,,,0,0,0,1,0,0,0,1,0,0,0,0,0
27660855,27-07-2021,moyenne berline,essence,100,blanc,carte grise (safia),manuelle,95.0,négociable,bordj bou arreridj,ras el oued,great wall,florid,2011,1.5,105.0,1,0,0,1,1,1,1,1,1,1,1,1,1
27660854,27-07-2021,moyenne berline,essence,100,blanc,carte grise (safia),manuelle,95.0,négociable,bordj bou arreridj,ras el oued,great wall,florid,2011,1.5,105.0,1,0,0,1,1,1,1,1,1,1,1,1,1
27660853,27-07-2021,moyenne berline,essence,100,blanc,carte grise (safia),manuelle,95.0,négociable,bordj bou arreridj,ras el oued,great wall,florid,2011,1.5,105.0,1,0,0,1,1,1,1,1,1,1,1,1,1
27660844,27-07-2021,break - familiale,diesel,1000,gris,carte grise (safia),manuelle,520.0,offert,alger,birkhadem,volkswagen,caddy,2019,2.0,140.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27660833,27-07-2021,mini citadine,essence,380000,gris,carte grise (safia),manuelle,93.0,offert,alger,bordj el bahri,kia,picanto,2007,1.2,84.0,0,0,1,1,1,0,0,1,1,1,0,0,0
27660823,27-07-2021,pickup,diesel,494000,gris,carte grise (safia),manuelle,222.0,négociable,djelfa,ain chouhada,nissan,pickup,2007,2.5,127.0,0,0,0,1,0,0,0,0,0,0,0,0,0
27660812,27-07-2021,fourgonnette,diesel,4000,blanc,carte grise (safia),manuelle,46.0,offert,jijel,taher,peugeot,boxer,1997,,,0,0,0,0,0,0,0,0,0,0,0,0,0
27660808,27-07-2021,commerciale,diesel,235,blanc,carte grise (safia),manuelle,178.0,offert,setif,setif,peugeot,partner,2015,1.6,112.0,0,0,0,0,1,0,0,0,0,0,0,0,0
27660797,27-07-2021,moyenne berline,diesel,216,blanc,carte grise (safia),manuelle,111.0,négociable,bejaia,sidi aich,volkswagen,golf,2012,1.6,105.0,1,1,1,1,1,1,1,1,1,1,0,1,1
27660791,27-07-2021,berline,gpl,209000,gris,carte grise (safia),manuelle,137.0,offert,chlef,chlef,hyundai,accent,2013,1.5,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27660773,27-07-2021,citadine,essence,77000,blanc,carte grise (safia),manuelle,150.0,négociable,tipaza,tipaza,peugeot,208,2014,1.6,115.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27660770,27-07-2021,commerciale,diesel,1000,gris,licence moudjahid / délai,manuelle,345.0,offert,tizi ouzou,tizi ouzou,renault,kangoo,2021,1.5,90.0,1,0,1,1,1,1,1,1,1,1,1,1,1
