id,date,category,energy,range,color,papers,transmission,price,offer,wilaya,town,brand,model,year,volume,horses,radar de recul,toit ouvrant,alarme,direction assisstée,climatisation,jantes alliage,esp,vitres éléctriques,retroviseurs électriques,phares antibrouillard,phares xénon,feux du jour,abs
26813861,18-07-2021,tout terrain - suv,diesel,227000,gris,carte grise (safia),automatique,313.0,offert,souk ahras,souk ahras,toyota,rav4,2016,1.1,63.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27597414,24-07-2021,moyenne berline,diesel,190000,blanc,carte grise (safia),manuelle,230.0,offert,mostaganem,mostaganem,volkswagen,golf,2013,2.0,140.0,1,1,1,1,1,1,1,1,1,1,0,1,1
27597410,18-07-2021,moyenne berline,diesel,5000,noir,licence moudjahid / délai,automatique,850.0,négociable,oran,oran,mercedes benz,classe,2021,2.0,,1,1,1,1,1,1,1,1,1,1,1,1,1
27597316,19-07-2021,citadine,essence,247000,blanc,carte grise (safia),manuelle,115.0,offert,el bayadh,el bayadh,peugeot,207,2011,1.6,92.0,0,0,0,0,1,1,0,1,1,0,0,0,1
27597299,18-07-2021,tout terrain - suv,diesel,151000,blanc,carte grise (safia),automatique,520.0,fixe,oran,oran,volkswagen,tiguan,2016,1.6,,1,1,1,1,1,1,1,1,1,1,1,1,1
27597238,18-07-2021,berline,gpl,300000,gris,carte grise (safia),manuelle,60.0,négociable,tebessa,ouenza,nissan,primera,2004,1.5,85.0,0,0,0,1,1,0,0,1,1,0,0,0,1
27597204,18-07-2021,berline,essence,137000,gris,carte grise (safia),manuelle,157.0,offert,ain defla,djendel,renault,symbol,2016,,110.0,0,0,1,1,1,1,0,1,1,1,0,1,1
27597141,24-07-2021,mini citadine,essence,172000,gris,carte grise (safia),manuelle,120.0,fixe,mostaganem,sidi ali,hyundai,i10,2015,1.2,85.0,0,0,1,1,1,0,0,1,0,0,0,0,1
27597130,18-07-2021,citadine,diesel,1111111,blanc,carte grise (safia),manuelle,17.0,négociable,alger,saoula,fiat,tipo,1994,1.4,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27597128,23-07-2021,break - familiale,diesel,308000,gris,carte grise (safia),manuelle,82.0,offert,oum el bouaghi,ain mlila,kia,carens,2006,1.8,79.0,1,0,1,1,1,0,1,1,0,0,0,0,1
27597123,18-07-2021,berline,gpl,330540,blanc,carte grise (safia),manuelle,135.0,fixe,oran,bir el djir,hyundai,accent,2013,1.6,122.0,0,0,1,1,1,0,0,1,1,0,0,0,0
27597107,18-07-2021,citadine,essence,295000,gris,carte grise (safia),manuelle,118.0,négociable,tebessa,ouenza,kia,rio,2008,2.0,140.0,0,0,1,1,1,0,1,1,1,0,0,0,1
27597064,18-07-2021,berline,essence,22000,gris,carte grise (safia),manuelle,107.0,offert,tiaret,sougueur,citroen,c,2013,1.3,65.0,0,0,0,1,1,0,0,0,0,0,0,0,1
27596994,18-07-2021,berline,diesel,333,gris,carte grise (safia),manuelle,111.0,négociable,bejaia,kherrata,renault,clio,2004,0.4,12.0,0,0,1,1,0,0,0,0,0,0,0,0,1
27596948,18-07-2021,commerciale,essence,300000,blanc,carte grise (safia),manuelle,40.0,fixe,alger,cheraga,peugeot,j5,1987,,136.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27596912,24-07-2021,berline,essence,288000,gris,carte grise (safia),manuelle,102.0,négociable,khenchela,khenchela,nissan,sunny,2010,1.6,110.0,0,0,1,1,1,0,0,1,0,1,0,0,1
27570957,18-07-2021,camionnette,essence,10,blanc,carte jaune (safia),manuelle,158.0,fixe,el oued,el oued,chery,frigo,2021,1.6,122.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27596884,18-07-2021,citadine,diesel,220000,noir,carte grise (safia),manuelle,130.0,offert,alger,rouiba,peugeot,207,2009,,,1,1,0,1,1,1,1,1,1,0,0,1,1
27596814,18-07-2021,mini citadine,essence,214000,gris,carte grise (safia),manuelle,67.0,offert,tipaza,bou ismail,geely,ray,2012,1.5,91.0,0,0,1,1,1,1,0,1,1,1,0,0,1
27596781,18-07-2021,berline,essence,22225,blanc,carte grise (safia),manuelle,26.0,offert,ain defla,ain benian,daewoo,cielo,1998,1.8,,0,0,0,0,1,0,0,0,0,0,0,0,0
27596772,18-07-2021,berline,essence,114000,blanc,carte grise (safia),manuelle,130.0,offert,boumerdes,boudouaou,renault,symbol,2015,2.0,184.0,0,0,0,1,1,0,0,1,0,0,0,0,1
27596729,18-07-2021,grande berline,diesel,157000,blanc,carte grise (safia),automatique,260.0,offert,tlemcen,remchi,mercedes benz,classe,2012,1.9,65.0,1,1,0,1,1,1,1,1,1,1,1,1,1
27596692,18-07-2021,tout terrain - suv,diesel,3,gris,carte grise (safia),manuelle,120.0,offert,chlef,chlef,hyundai,santafe,2008,1.6,110.0,0,0,0,1,1,1,0,1,1,1,0,0,1
27596645,18-07-2021,citadine,diesel,383,noir,carte grise (safia),manuelle,80.0,négociable,oran,bir el djir,renault,clio,2002,,,0,0,0,1,0,1,0,0,1,0,0,0,1
27596627,18-07-2021,commerciale,essence,165000,gris,carte grise (safia),manuelle,74.0,fixe,bejaia,souk el thenine,dfm,bfm,2014,2.0,110.0,0,0,0,1,1,0,0,1,1,0,0,0,1
27596614,18-07-2021,citadine,essence,40000,gris,carte grise (safia),manuelle,46.5,négociable,chlef,oued fodda,daewoo,lanos,2003,2.5,130.0,0,0,0,0,0,0,0,0,0,1,0,1,0
26950824,19-07-2021,grande berline,diesel,195000,blanc,carte grise (safia),automatique,111.0,négociable,alger,dar el beida,volkswagen,passat,2013,1.2,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27596562,18-07-2021,citadine,diesel,220333,noir,carte grise (safia),manuelle,70.0,négociable,oum el bouaghi,oum el bouaghi,renault,clio,2010,2.0,143.0,1,1,1,1,1,1,1,0,1,1,1,1,1
27596489,24-07-2021,grande berline,diesel,281000,gris,carte grise (safia),manuelle,125.0,offert,bouira,bouira,volkswagen,passat,2007,,,0,0,1,1,1,1,1,1,1,1,1,1,1
27596440,18-07-2021,citadine,essence,196000,gris,carte grise (safia),manuelle,113.0,fixe,chlef,chlef,renault,clio,2006,1.6,115.0,0,0,0,0,1,1,0,1,0,1,0,1,1
27596434,18-07-2021,mini citadine,essence,335,blanc,carte grise (safia),manuelle,78.0,offert,alger,el harrach,hyundai,atos,2007,1.5,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27596410,18-07-2021,berline,gpl,57000,gris,carte grise (safia),manuelle,222.0,offert,chlef,chlef,renault,symbol,2019,1.6,92.0,1,0,0,1,1,1,1,1,1,1,0,1,1
27504673,18-07-2021,tout terrain - suv,essence,62000,bleu,carte grise (safia),automatique,480.0,négociable,oran,oran,audi,q2,2017,,,1,1,1,1,1,1,1,1,1,1,1,1,1
27596377,18-07-2021,citadine,essence,235000,gris,carte grise (safia),manuelle,105.0,offert,oran,oran,renault,clio,2012,1.9,130.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27582837,25-07-2021,moyenne berline,essence,224000,gris,carte grise (safia),manuelle,155.0,fixe,batna,batna,peugeot,308,2012,1.6,112.0,0,0,0,1,1,1,1,1,1,1,0,1,1
26518094,19-07-2021,grande berline,diesel,111111,blanc,carte grise (safia),manuelle,65.0,négociable,mascara,mascara,mercedes benz,classe,1999,1.9,65.0,0,0,0,1,1,1,1,1,1,0,0,0,1
27596339,18-07-2021,moyenne berline,diesel,600,noir,carte grise (safia),manuelle,65.0,fixe,tipaza,hadjout,volkswagen,golf,2003,1.1,45.0,0,0,1,1,1,1,1,1,1,1,1,1,1
27275909,24-07-2021,citadine,essence,57000,gris,carte grise (safia),manuelle,194.0,offert,alger,alger centre,toyota,yaris,2013,2.0,143.0,0,0,1,1,1,1,0,1,1,1,0,0,1
27596318,21-07-2021,mini citadine,essence,417000,blanc,carte grise (safia),manuelle,72.0,négociable,ouargla,ouargla,suzuki,alto,2008,1.5,110.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27596316,18-07-2021,tout terrain - suv,diesel,193000,blanc,carte grise (safia),manuelle,215.0,négociable,batna,batna,peugeot,2008,2015,1.4,90.0,1,1,1,1,1,1,1,1,1,1,0,1,1
27596300,25-07-2021,citadine,diesel,90000,gris,carte grise (safia),manuelle,220.0,fixe,alger,birkhadem,dacia,sandero,2018,1.2,85.0,1,0,1,1,1,0,1,1,1,1,0,1,1
27596240,22-07-2021,moyenne berline,diesel,67000,gris,carte grise (safia),manuelle,251.0,offert,bejaia,bejaia,citroen,c4,2016,1.3,75.0,0,0,0,1,1,1,1,1,1,1,0,1,1
27596221,18-07-2021,break - familiale,diesel,300000,blanc,carte grise (safia),manuelle,75.0,négociable,khenchela,khenchela,renault,scenic,1998,1.5,90.0,0,0,0,1,0,0,0,1,0,0,0,0,1
27596202,18-07-2021,berline,essence,465,noir,carte grise (safia),manuelle,82.0,fixe,tissemsilt,boucaid,hyundai,accent,2003,1.9,120.0,0,0,0,1,1,0,0,1,1,0,0,0,1
27570736,21-07-2021,moyenne berline,diesel,151000,gris,carte grise (safia),manuelle,304.0,offert,tlemcen,tlemcen,seat,leon,2016,1.6,92.0,1,1,1,1,1,1,1,1,1,1,1,1,1
20212231,18-07-2021,moyenne berline,essence,387000,gris,carte grise (safia),manuelle,100.0,offert,jijel,jijel,renault,megane,2004,,105.0,0,0,0,1,1,1,1,0,0,1,0,0,1
27596166,19-07-2021,citadine,essence,232000,gris,carte grise (safia),manuelle,145.0,offert,ain defla,ain defla,renault,clio,2011,1.6,112.0,0,0,1,1,1,0,1,1,1,1,0,1,1
27596133,18-07-2021,moyenne berline,diesel,277,gris,carte grise (safia),manuelle,37.0,fixe,annaba,annaba,opel,astra,2002,1.2,75.0,0,0,1,1,0,1,1,0,0,1,0,0,1
27578172,18-07-2021,mini citadine,essence,144413,blanc,carte grise (safia),manuelle,55.0,offert,alger,sidi moussa,chery,qq,2012,1.2,85.0,0,0,0,0,1,1,0,0,0,0,0,0,0
27596043,21-07-2021,citadine,gpl,165400,blanc,carte grise (safia),manuelle,96.5,offert,mascara,bou hanifia,jac,j3,2015,1.6,90.0,0,0,1,1,0,0,1,0,1,1,0,1,1
27596020,18-07-2021,citadine,gpl,231,blanc,carte grise (safia),manuelle,98.0,négociable,setif,setif,peugeot,206,2005,1.6,105.0,0,0,0,1,0,0,0,1,0,1,0,0,1
27595980,18-07-2021,berline,essence,383,noir,carte grise (safia),manuelle,80.0,offert,tebessa,tebessa,haima,family,2008,1.4,75.0,0,1,1,1,1,1,0,1,0,1,0,0,1
27595952,18-07-2021,moyenne berline,essence,424000,blanc,carte grise (safia),manuelle,60.0,négociable,boumerdes,ouled moussa,chevrolet,optra,2006,1.6,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27469471,18-07-2021,moyenne berline,diesel,800000,gris,carte grise (safia),manuelle,100.0,négociable,sidi bel abbes,amarnas,volkswagen,golf,2008,0.8,,0,1,0,1,1,1,1,1,1,0,0,0,1
27595838,18-07-2021,citadine,essence,70,blanc,carte grise (safia),manuelle,110.0,fixe,oran,es senia,volkswagen,polo,2007,1.2,75.0,0,0,0,0,1,1,1,1,1,1,0,0,1
27510613,18-07-2021,break - familiale,diesel,203000,noir,carte grise (safia),manuelle,170.0,offert,laghouat,laghouat,citroen,berlingo,2011,1.5,86.0,0,0,1,1,1,1,1,1,1,0,0,0,1
27595834,18-07-2021,citadine,essence,129000,blanc,carte grise (safia),manuelle,145.0,offert,oran,oran,renault,clio,2012,1.2,75.0,0,0,1,1,1,1,1,1,0,1,0,0,1
27595708,18-07-2021,tout terrain - suv,diesel,230,gris,carte grise (safia),automatique,320.0,offert,ouargla,ouargla,toyota,rav4,2017,1.9,68.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27595668,22-07-2021,mini citadine,essence,122,gris,carte grise (safia),manuelle,100.0,négociable,oran,oran,chevrolet,spark,2013,1.4,90.0,0,0,1,0,0,0,1,0,0,1,0,1,1
27595656,18-07-2021,citadine,diesel,24000,noir,carte grise (safia),manuelle,245.0,fixe,tlemcen,tlemcen,dacia,sandero,2018,1.5,90.0,1,1,1,1,1,1,1,1,1,1,0,1,1
26534816,18-07-2021,moyenne berline,diesel,425000,noir,carte grise (safia),manuelle,103.0,offert,ain temouchent,ain temouchent,volkswagen,golf,2006,1.5,,1,1,0,1,1,1,1,1,1,1,1,1,1
27595649,18-07-2021,moyenne berline,diesel,111,blanc,carte grise (safia),manuelle,40.0,négociable,constantine,constantine,renault,21,1993,1.0,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27595644,18-07-2021,commerciale,diesel,222222,gris,carte grise (safia),manuelle,37.0,offert,alger,rouiba,renault,express,1996,0.8,47.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27107047,18-07-2021,break - familiale,diesel,73500,blanc,carte grise (safia),manuelle,313.0,offert,alger,ain naadja,citroen,berlingo,2017,1.6,110.0,1,1,1,0,1,1,1,1,1,1,1,1,1
27595607,18-07-2021,berline,diesel,222,grenat,carte grise (safia),manuelle,111.0,négociable,tizi ouzou,ouadhia,peugeot,406,2001,2.0,110.0,0,0,1,1,1,1,1,1,0,1,0,0,1
27595597,25-07-2021,berline,gpl,440,blanc,carte grise (safia),manuelle,115.0,négociable,ouargla,ouargla,nissan,sunny,2011,1.5,85.0,0,0,1,1,1,0,1,1,1,1,0,0,1
27595549,27-07-2021,break - familiale,diesel,1111,gris,carte grise (safia),manuelle,55.0,négociable,alger,belouizdad,volkswagen,caddy,2003,2.0,177.0,0,0,1,1,1,0,0,1,0,1,0,0,0
27595528,18-07-2021,citadine,diesel,111111,bleu,carte grise (safia),manuelle,36.0,offert,tlemcen,tlemcen,renault,clio,1996,1.9,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0
26273682,25-07-2021,grande berline,diesel,400,bleu,carte grise (safia),manuelle,20.0,offert,alger,bab el oued,peugeot,607,2000,2.0,,0,0,0,1,0,0,1,1,1,0,0,0,1
27595494,18-07-2021,citadine,essence,300,noir,carte grise (safia),manuelle,110.0,négociable,oran,es senia,volkswagen,polo,2007,1.3,86.0,0,0,1,1,1,1,1,1,1,1,1,0,1
27595450,18-07-2021,mini citadine,essence,134,noir,carte grise (safia),manuelle,58.0,fixe,el bayadh,el bayadh,suzuki,maruti,2010,1.0,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27595418,19-07-2021,commerciale,diesel,500,blanc,carte grise (safia),manuelle,68.0,négociable,ain defla,ain defla,renault,express,1997,1.2,,0,1,0,1,0,0,0,0,0,0,0,0,0
27359042,18-07-2021,berline,gpl,310000,gris,carte grise (safia),manuelle,109.0,offert,sidi bel abbes,ras el ma,dacia,logan,2010,1.4,75.0,1,0,1,1,1,1,0,1,0,1,0,0,1
27573703,23-07-2021,citadine,essence,11,blanc,carte grise (safia),manuelle,50.0,négociable,alger,bachdjerrah,hafei motors,yavuz,2012,1.2,,0,0,0,0,0,0,0,0,0,0,0,0,0
27595333,18-07-2021,moyenne berline,essence,64000,noir,carte grise (safia),automatique,680.0,négociable,constantine,constantine,mercedes benz,classe,2018,2.5,,1,1,1,1,1,1,1,1,1,1,1,1,1
27595331,19-07-2021,mini citadine,essence,1,rouge,carte grise (safia),manuelle,59.0,négociable,blida,blida,suzuki,alto,2007,2.0,143.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27562144,18-07-2021,pickup,essence,100,gris,carte jaune (safia),manuelle,137.0,fixe,blida,el affroun,chery,yoki,2021,1.2,87.0,0,0,0,0,1,0,1,0,0,0,0,0,1
10735490,18-07-2021,tout terrain - suv,diesel,210000,gris,carte grise (safia),manuelle,170.0,négociable,medea,el hamdania,great wall,hover,2009,1.9,71.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27595303,18-07-2021,citadine,essence,160000,gris,carte grise (safia),manuelle,168.0,offert,mostaganem,mostaganem,volkswagen,polo,2013,1.5,105.0,0,0,0,1,1,1,0,1,1,1,0,0,1
27595295,21-07-2021,pickup,diesel,37000,gris,carte grise (safia),manuelle,460.0,offert,tamanrasset,tamanrasset,toyota,hilux,2016,1.2,,1,1,1,1,1,1,1,1,1,1,0,1,1
27595289,18-07-2021,camionnette,essence,200000,gris,carte grise (safia),manuelle,48.0,négociable,bouira,bordj okhriss,chana,star,2011,1.6,120.0,1,1,1,1,1,1,1,1,1,1,0,1,1
27595275,18-07-2021,mini citadine,gpl,268000,gris,carte grise (safia),manuelle,123.0,offert,batna,merouana,hyundai,i10,2016,1.6,112.0,0,0,1,0,1,0,1,1,1,0,0,1,1
27595259,18-07-2021,citadine,essence,360000,bleu,carte grise (safia),manuelle,60.0,offert,constantine,constantine,peugeot,206,2000,2.2,125.0,0,0,1,1,1,1,1,1,1,1,1,0,1
27595226,18-07-2021,tout terrain - suv,diesel,91000,blanc,carte grise (safia),automatique,690.0,négociable,constantine,constantine,mercedes benz,glc,2017,1.9,65.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27595198,18-07-2021,berline,essence,285000,noir,carte grise (safia),manuelle,90.0,négociable,annaba,sidi amar,byd,f3,2012,1.5,105.0,1,1,1,1,1,1,1,1,1,1,0,0,1
27595195,18-07-2021,citadine,diesel,3200,blanc,licence moudjahid / délai,automatique,700.0,fixe,alger,bab ezzouar,volkswagen,golf,2020,1.2,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27595187,18-07-2021,cabriolet - coupé,diesel,350000,noir,carte grise (safia),manuelle,100.0,négociable,blida,meftah,renault,megane,2011,1.3,70.0,0,1,0,0,1,0,0,0,0,0,0,0,0
27595167,18-07-2021,tout terrain - suv,diesel,350000,blanc,carte grise (safia),automatique,178.0,offert,constantine,constantine,land rover,freelander,2011,1.3,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27595160,18-07-2021,commerciale,diesel,295000,bleu,carte grise (safia),manuelle,330.0,offert,constantine,constantine,peugeot,expert,2015,1.6,105.0,1,0,1,0,1,0,1,1,0,1,0,1,0
27428513,22-07-2021,commerciale,diesel,100,gris,carte grise (safia),manuelle,383.0,offert,bouira,bouira,renault,kangoo,2021,1.6,80.0,1,0,0,1,1,1,1,1,1,1,1,1,1
27573312,18-07-2021,break - familiale,diesel,11111,noir,carte grise (safia),manuelle,90.0,négociable,batna,barika,renault,espace,2000,2.0,270.0,0,0,0,0,0,0,0,1,1,0,0,0,1
23069935,18-07-2021,citadine,essence,333000,rouge,carte grise (safia),manuelle,30.0,négociable,chlef,tenes,fiat,panda,1997,,,0,0,0,0,0,0,0,0,0,0,0,0,0
27595017,18-07-2021,pickup,diesel,310000,noir,carte grise (safia),manuelle,80.0,fixe,alger,birtouta,ssangyong,actyon,2010,1.8,,0,0,1,1,1,1,1,1,1,1,0,0,1
27594964,18-07-2021,citadine,essence,999999,gris,carte grise (safia),manuelle,42.0,négociable,batna,batna,suzuki,maruti,2006,1.9,71.0,0,0,0,0,1,0,0,1,0,1,0,0,0
27589051,18-07-2021,citadine,essence,30000,gris,carte grise (safia),manuelle,230.0,offert,alger,bab ezzouar,dacia,sandero,2019,1.5,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27594946,18-07-2021,commerciale,diesel,180,blanc,carte grise (safia),manuelle,155.0,négociable,tiaret,tiaret,renault,kangoo,2012,1.6,105.0,0,0,0,1,1,0,0,1,0,0,0,0,1
27289038,22-07-2021,berline,diesel,207,gris,carte grise (safia),manuelle,200.0,négociable,setif,hammam guergour,toyota,corolla,2012,1.2,75.0,1,0,1,1,1,1,1,1,1,1,0,1,1
27469537,24-07-2021,tout terrain - suv,diesel,250000,gris,carte grise (safia),automatique,138.5,fixe,alger,alger centre,hyundai,santafe,2009,1.6,100.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27594938,18-07-2021,citadine,diesel,190000,blanc,carte grise (safia),manuelle,111.0,négociable,bouira,ath mansour taourirt,peugeot,207,2012,1.4,122.0,1,0,1,1,1,1,1,1,1,1,1,1,1
27594930,18-07-2021,citadine,diesel,10,blanc,carte grise (safia),manuelle,305.0,négociable,tizi ouzou,draa ben khedda,dacia,sandero,2021,1.1,,1,0,0,1,1,0,1,1,1,1,0,1,1
27594924,18-07-2021,moyenne berline,diesel,297000,blanc,carte grise (safia),automatique,210.0,fixe,batna,batna,volkswagen,golf,2013,1.6,75.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27594898,19-07-2021,grande berline,essence,268000,noir,carte grise (safia),manuelle,34.0,négociable,bouira,bouira,volkswagen,passat,1989,2.5,,0,0,0,0,0,0,0,0,0,0,0,0,0
27594853,18-07-2021,mini citadine,essence,92000,blanc,carte grise (safia),manuelle,38.0,offert,mila,ferdjioua,suzuki,maruti,2014,2.0,177.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27594822,18-07-2021,moyenne berline,diesel,338000,gris,carte grise (safia),manuelle,145.0,offert,batna,batna,peugeot,308,2009,1.1,,1,1,1,1,1,1,1,1,1,1,0,1,1
27392792,18-07-2021,moyenne berline,diesel,57000,blanc,carte grise (safia),manuelle,450.0,fixe,alger,sidi moussa,seat,leon,2019,2.0,110.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27449451,24-07-2021,citadine,essence,83000,gris,carte grise (safia),manuelle,200.0,fixe,tipaza,cherchell,hyundai,grand,2019,1.8,,0,0,0,0,1,0,0,0,0,0,0,0,0
27594782,18-07-2021,berline,diesel,26000,gris,carte grise (safia),manuelle,340.0,négociable,alger,dely brahim,hyundai,accent,2020,2.0,184.0,1,1,1,1,1,1,1,1,1,1,0,0,1
27594769,18-07-2021,mini citadine,essence,151,maron,carte grise (safia),manuelle,160.0,offert,medea,bouchrahil,kia,picanto,2014,1.1,60.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27474888,18-07-2021,break - familiale,diesel,143700,noir,carte grise (safia),automatique,420.0,fixe,alger,bordj el bahri,volkswagen,caddy,2017,2.0,140.0,0,0,0,1,1,1,0,1,1,0,0,0,1
27594724,18-07-2021,grande berline,diesel,136000,noir,carte grise (safia),automatique,400.0,offert,oran,oran,mercedes benz,classe,2014,1.5,85.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27594713,18-07-2021,commerciale,diesel,233000,gris,carte grise (safia),manuelle,182.0,offert,mascara,mohammadia,peugeot,partner,2012,,,0,0,0,1,1,1,1,1,1,1,0,0,1
27594709,18-07-2021,camionnette,essence,75000,gris,carte grise (safia),manuelle,135.0,offert,chlef,chlef,dfsk,k01h,2017,2.0,138.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27594686,18-07-2021,citadine,essence,195000,blanc,carte grise (safia),manuelle,117.0,offert,alger,hraoua,peugeot,207,2012,1.0,67.0,1,0,1,1,1,1,1,1,1,1,1,0,1
27594635,18-07-2021,berline,essence,99000,blanc,carte grise (safia),manuelle,130.0,négociable,djelfa,sidi ladjel,dacia,logan,2012,1.9,65.0,1,1,1,1,1,1,1,1,1,1,0,1,1
27594620,18-07-2021,tout terrain - suv,diesel,290000,gris,carte grise (safia),manuelle,215.0,offert,relizane,relizane,hyundai,tucson,2012,1.6,128.0,1,0,1,1,1,1,0,1,0,1,0,0,1
27594601,18-07-2021,tout terrain - suv,diesel,141,blanc,carte grise (safia),automatique,300.0,offert,tamanrasset,tamanrasset,hyundai,santafe,2013,3.0,160.0,1,0,1,1,1,1,1,1,1,1,1,1,1
19655063,18-07-2021,citadine,essence,345,noir,carte grise (safia),manuelle,80.0,fixe,blida,beni mered,peugeot,207,2006,1.4,75.0,0,0,0,1,1,0,1,1,1,0,0,0,1
27594572,18-07-2021,citadine,diesel,180000,gris,carte grise (safia),manuelle,75.0,négociable,blida,larbaa,volkswagen,polo,2002,1.9,71.0,0,0,0,0,1,1,0,1,0,0,0,0,0
27516130,18-07-2021,moyenne berline,diesel,238400,noir,carte grise (safia),manuelle,105.5,offert,tebessa,tebessa,renault,megane,2008,1.4,100.0,1,1,0,1,1,1,1,1,1,1,1,0,1
27187613,18-07-2021,berline,diesel,290,noir,carte grise (safia),manuelle,120.0,négociable,tizi ouzou,boghni,bmw,série,2007,,,1,1,1,1,1,1,1,1,1,1,1,0,1
26987701,18-07-2021,break - familiale,diesel,219000,bleu,carte grise (safia),manuelle,178.0,offert,tlemcen,nedroma,citroen,c4,2011,1.4,95.0,1,0,0,1,1,1,1,1,1,1,1,1,1
27503811,21-07-2021,break - familiale,diesel,58000,blanc,carte grise (safia),manuelle,420.0,offert,mostaganem,mostaganem,volkswagen,caddy,2019,1.1,63.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27594454,18-07-2021,mini citadine,essence,155,gris,carte grise (safia),manuelle,61.0,offert,tipaza,bourkika,chery,qq,2015,1.9,71.0,0,0,0,0,1,1,1,0,0,0,0,0,1
27594414,18-07-2021,berline,essence,38000,blanc,carte grise (safia),manuelle,185.0,négociable,alger,alger centre,nissan,sunny,2016,1.5,100.0,1,0,1,1,1,0,0,1,0,0,1,0,1
27594395,18-07-2021,citadine,essence,334000,blanc,carte grise (safia),manuelle,94.0,fixe,alger,rouiba,renault,clio,2012,1.4,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27594394,18-07-2021,citadine,diesel,190,blanc,carte grise (safia),manuelle,34.0,négociable,tiaret,ksar chellala,renault,clio,1998,1.6,124.0,0,0,1,0,0,0,0,1,0,0,0,0,0
27594356,18-07-2021,pickup,diesel,313000,blanc,carte grise (safia),manuelle,250.0,fixe,oran,hassi mefsoukh,ford,ranger,2014,1.4,150.0,0,0,1,1,1,1,0,1,1,0,0,0,0
27594300,18-07-2021,mini citadine,essence,29000,blanc,carte grise (safia),manuelle,220.0,négociable,tipaza,fouka,kia,picanto,2019,2.0,170.0,1,1,1,1,1,1,1,1,1,1,0,1,1
27594246,18-07-2021,berline,essence,225000,gris,carte grise (safia),manuelle,148.0,offert,medea,medea,dacia,logan,2013,1.5,85.0,1,0,1,1,1,1,1,1,1,1,0,0,0
27594226,18-07-2021,citadine,gpl,229000,gris,carte grise (safia),manuelle,120.0,fixe,tissemsilt,tissemsilt,chevrolet,sail,2012,1.9,65.0,1,1,1,1,1,1,1,1,1,1,0,1,1
27594210,18-07-2021,citadine,essence,452000,gris,carte grise (safia),manuelle,68.0,offert,bejaia,amizour,chevrolet,aveo,2006,2.0,150.0,0,0,0,1,1,1,0,1,0,0,0,0,0
27594174,18-07-2021,berline,diesel,92000,bleu,carte grise (safia),automatique,315.0,offert,tipaza,kolea,hyundai,i40,2017,1.2,84.0,1,0,1,1,1,1,1,1,1,1,1,1,1
27193870,18-07-2021,tout terrain - suv,gpl,117,gris,carte grise (safia),manuelle,197.0,offert,blida,beni mered,dacia,duster,2015,,,1,0,1,1,1,1,0,1,1,1,0,1,1
27440816,18-07-2021,citadine,essence,555555,noir,carte grise (safia),manuelle,59.0,offert,alger,souidania,volkswagen,golf,1989,1.9,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27549695,18-07-2021,citadine,diesel,127000,gris,carte grise (safia),manuelle,230.0,offert,alger,dar el beida,seat,ibiza,2014,1.4,75.0,1,1,1,1,1,1,1,1,1,1,1,1,1
27553392,18-07-2021,commerciale,diesel,189,blanc,carte grise (safia),manuelle,111.0,négociable,oran,oran,renault,kangoo,2015,1.0,68.0,0,0,0,1,1,1,1,1,1,1,0,0,1
27593973,18-07-2021,citadine,essence,94,blanc,carte grise (safia),manuelle,195.0,négociable,chlef,chlef,hyundai,grand,2019,2.0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0
27371668,18-07-2021,mini citadine,essence,255,bleu,carte grise (safia),manuelle,60.0,négociable,alger,alger centre,lifan,320,2010,1.6,92.0,0,0,0,1,1,1,1,0,1,0,0,0,1
